Corrected.Collector.Collection.Number,Collector.Collection.Number,Collector,Collection.Number,Occupancy.Adults,Occupancy.Seedling,Observation,Phenotypic.group,Cuatrecasas.Taxa,Pineda.Group,Species.Taxa.Assignment.For.Occupancy.Analysis,Comment.Species.Taxa.Assignment.For.Occupancy.Analysis,Longitude,Latitude,Altitude,Length.Lamina.1,Length.Lamina.2,Length.Lamina.3,Width.Lamina.1,Width.Lamina.2,Width.Lamina.3,Length.Synflorescence.Axis.1,Length.Synflorescence.Axis.2,Length.Synflorescence.Axis.3,Perimeter.Synflorescence.Axis.1,Perimeter.Synflorescence.Axis.2,Perimeter.Synflorescence.Axis.3,Number.Pairs.Sterile.Leaves.Per.Synflorescence.1,Number.Pairs.Sterile.Leaves.Per.Synflorescence.2,Number.Pairs.Sterile.Leaves.Per.Synflorescence.3,Number.Capitula.Per.Synflorescence.1,Number.Capitula.Per.Synflorescence.2,Number.Capitula.Per.Synflorescence.3,Length.Cyme.Peduncle.Center.1,Length.Cyme.Peduncle.Center.2,Length.Cyme.Peduncle.Axial.1,Length.Cyme.Peduncle.Axial.2,Length.Cyme.Peduncle.Axial.3,Length.Cyme.Peduncle.Axial.4,Infructescence.Diameter.Capitulum.1,Infructescence.Diameter.Capitulum.2,Infructescence.Diameter.Capitulum.3,Infructescence.Diameter.Capitulum.4,Inflorescence.Diameter.Capitulum.1,Inflorescence.Diameter.Capitulum.2,Inflorescence.Diameter.Capitulum.3,Inflorescence.Diameter.Capitulum.4,Length.Sterile.Phyllary.1,Length.Sterile.Phyllary.2,Length.Sterile.Phyllary.3,Width.Sterile.Phyllary.1,Width.Sterile.Phyllary.2,Width.Sterile.Phyllary.3,Length.Ray.Flower.Corolla.1,Length.Ray.Flower.Corolla.2,Length.Ray.Flower.Corolla.3,Length.Disc.Flower.Corolla.1,Length.Disc.Flower.Corolla.2,Length.Disc.Flower.Corolla.3,Length.Disc.Flower.Tube.1,Length.Disc.Flower.Tube.2,Length.Disc.Flower.Tube.3,Is.Seedling,DNA.Sample,Type.Taxa,Cited.Cuatrecasas.Monograph.Taxa
Schultes_20199,Schultes_20199,Schultes,20199,No,No,,Not present,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,,NA,NA,NA,49.4,45,NA,2.68,2.98,NA,NA,NA,NA,NA,NA,NA,0,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.killipii.var.chisacana
Barclay & Juajibioy_6233,Barclay & Juajibioy_6233,Barclay & Juajibioy,6233,No,No,,Not present,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,,NA,NA,4010,29,29.5,NA,3.76,4.34,NA,58.5,NA,NA,1.7,NA,NA,0,0,NA,4,NA,NA,7.91,NA,5.56,5.26,NA,NA,3.54,3.23,3.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.attenuata
Cuatrecasas & Jaramillo_25744,Cuatrecasas & Jaramillo_25744,Cuatrecasas & Jaramillo,25744,No,No,,Not present,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,,NA,NA,3654,44.3,47,41,4.2,NA,NA,78.5,NA,NA,2.2,NA,NA,0,0,NA,6,7,NA,5.3,NA,3.75,3.37,NA,NA,NA,NA,NA,NA,3.93,4.21,2.9,NA,19.3,22.5,NA,11.65,9.67,NA,19.29,19.38,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.killipii.var.chisacana
Garcia-Barriga_17169,Garcia-Barriga_17169,Garcia-Barriga,17169,No,No,,Not present,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,,NA,NA,NA,40,44.5,NA,3.45,2.88,NA,65.4,NA,NA,2.2,NA,NA,0,NA,NA,5,NA,NA,7.53,NA,6.23,NA,NA,NA,NA,NA,NA,NA,2.48,2.16,2.06,NA,NA,NA,NA,NA,NA,NA,24.27,20.93,NA,9.54,9.79,10.24,3.28,3.62,2.53,NO,NA,NA,Espeletia.killipii.var.chisacana
Cleff_3640,Cleff_3640,Cleef,3640,No,No,,Not present,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,,NA,NA,NA,43,41.5,NA,4.4,3.58,NA,74,NA,NA,2.5,NA,NA,0,NA,NA,6,7,NA,6.24,NA,4.22,3.61,NA,NA,NA,NA,NA,NA,2.97,3.04,3.37,NA,17.23,NA,NA,NA,NA,NA,16.11,14.84,NA,7.67,NA,NA,NA,NA,NA,NO,NA,NA,NA
Uribe_4484,Uribe_4484,Uribe,4484,No,No,,Not present,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,,NA,NA,NA,55,43,NA,3.21,5.63,NA,NA,NA,NA,3.6,NA,NA,0,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31,3.06,NA,NA,21.8,19.8,20,11.73,10.9,9.4,23.05,20.47,NA,11.32,11.24,NA,4.54,4.7,4.3,NO,NA,NA,Espeletia.killipii.var.chisacana
Barclay & Juajibioy_6137,Barclay & Juajibioy_6137,Barclay & Juajibioy,6137,No,No,,10,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,,NA,NA,3900,44,43.6,43,3.56,3.76,3.98,79,NA,NA,2.4,NA,NA,0,NA,NA,5,NA,NA,NA,NA,7.02,6.69,NA,NA,NA,NA,NA,NA,3.09,3.64,3.83,NA,20.25,16.61,NA,12.82,6.55,NA,19.98,20.22,NA,8.39,NA,NA,3.56,NA,NA,NO,NA,NA,Espeletia.killipii.var.chisacana
Barclay & Juajibioy_6473,Barclay & Juajibioy_6473,Barclay & Juajibioy,6473,No,No,,Not present,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,,NA,NA,3950,33,39.9,NA,3.52,3.68,NA,61,NA,NA,2.5,NA,NA,0,0,NA,3,NA,NA,NA,NA,10.7,10.97,NA,NA,3.29,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.killipii.var.chisacana
Cuatrecasas & Jaramillo_25988,Cuatrecasas & Jaramillo_25988,Cuatrecasas & Jaramillo,25988,No,No,,Not present,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,0,0,NA,5,NA,NA,4.33,NA,1.89,NA,NA,NA,NA,NA,NA,NA,3.34,2.7,2.54,3.56,NA,NA,NA,NA,NA,NA,19.64,18.33,NA,10.55,NA,NA,4.04,NA,NA,NO,NA,NA,Espeletia.killipii.var.chisacana
Soejarto_404,Soejarto_404,Soejarto,404,No,Yes,,Not present,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,E. killipii,NA,NA,NA,3600,44,NA,NA,4.69,NA,NA,75,NA,NA,2.8,NA,NA,0,NA,NA,5,NA,NA,4.65,NA,3.73,NA,NA,NA,NA,NA,NA,NA,2.65,2.98,NA,NA,NA,NA,NA,NA,NA,NA,19.32,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.killipii.var.chisacana
Uribe_4941,Uribe_4941,Uribe,4941,No,No,,Not present,E. killipii var. chisacana Cuatrec.,Hy_E.killipiixE.argentea,Hy_E.killipiixE.argentea,,NA,NA,NA,29,29,25,3.39,3.9,3.31,56,NA,NA,1.7,NA,NA,0,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13,2.19,2.24,NA,NA,NA,NA,NA,NA,NA,15.74,15.78,NA,7.1,7.97,NA,1.43,1.75,NA,NO,NA,NA,Espeletia.killipii.var.chisacana
Uribe_4943,Uribe_4943,Uribe,4943,No,No,,Not present,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,,NA,NA,3650,53.5,NA,NA,5.5,NA,NA,114,NA,NA,2.9,NA,NA,0,NA,NA,7,NA,NA,7.53,NA,5.39,5.76,NA,NA,NA,NA,NA,NA,2.53,3.17,2.51,2.34,20.21,17.6,2.46,1.28,1.21,1.25,24.93,24.48,24.1,9.12,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.killipii.var.chisacana
Fernandez & Jaramillo_1486,Fernandez & Jaramillo_1486,Fernandez & Jaramillo,1486,No,No,,10,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,,NA,NA,NA,40,37.8,NA,3.27,3.13,NA,70.5,NA,NA,3,NA,NA,0,NA,NA,7,NA,NA,6.34,NA,4.55,4.2,NA,NA,NA,NA,NA,NA,3.49,2.61,3.5,NA,19.63,NA,NA,10.93,NA,NA,19,17.75,16.19,9.74,9.73,8.53,3.19,2.71,NA,NO,NA,NA,Espeletia.killipii.var.chisacana
Barclay & Juajibioy_6472,Barclay & Juajibioy_6472,Barclay & Juajibioy,6472,No,No,,Not present,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,,NA,NA,3950,30.5,30,NA,3.75,2.63,NA,52,NA,NA,2.3,NA,NA,0,NA,NA,5,NA,NA,3.69,NA,3.67,4.37,NA,NA,2.74,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.killipii.var.chisacana
Garcia-Barriga_17173,Garcia-Barriga_17173,Garcia-Barriga,17173,No,No,,Not present,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,,NA,NA,3500,34.4,NA,NA,3.19,NA,NA,55,NA,NA,1.9,NA,NA,0,NA,NA,5,NA,NA,4.56,NA,3.47,2.77,NA,NA,NA,NA,NA,NA,2.39,2.79,2.78,3.41,NA,NA,NA,NA,NA,NA,17.12,16.4,15.35,9.95,8.78,9.19,2.57,1.82,2.35,NO,NA,NA,Espeletia.killipii.var.chisacana
Schultes_20197,Schultes_20197,Schultes,20197,No,No,,Not present,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,,NA,NA,3500,39.3,NA,NA,2.47,NA,NA,71,NA,NA,2.2,NA,NA,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.killipii.var.chisacana
Uribe_6786,Uribe_6786,Uribe,6786,No,No,,10,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,,NA,NA,3600,41,38,42,3.97,4.32,4.48,74,NA,NA,2.2,NA,NA,0,NA,NA,5,NA,NA,5.33,NA,3.98,3.05,NA,NA,NA,NA,NA,NA,2.6,2.63,2.41,NA,24.76,NA,NA,16.48,NA,NA,17.33,16.35,NA,9.46,10.02,NA,2.77,3.07,NA,NO,NA,NA,Espeletia.killipii.var.chisacana
Barclay & Juajibioy_6232,Barclay & Juajibioy_6232,Barclay & Juajibioy,6232,No,No,,Not present,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,,NA,NA,4010,42,NA,NA,5.7,NA,NA,NA,NA,NA,2.3,NA,NA,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06,3.03,NA,NA,2.21,NA,NA,15.29,NA,NA,15,15.43,13.72,9.34,9.22,NA,2.37,2.63,NA,NO,NA,NA,Espeletia.killipii.var.chisacana
Cuatrecasas_13543,Cuatrecasas_13543,Cuatrecasas,13543,No,No,,Not present,E. killipii var. killipii,E. killipii var. killipii,E. killipii var. killipii,,NA,NA,3300,37,34.2,27.8,4.8,4.5,4.65,81,84,NA,3.3,2.8,NA,0,NA,NA,7,8,NA,6.83,NA,6.24,5.81,NA,NA,2.99,2.83,3.08,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.killipii
Barclay & Juajibioy_6529,Barclay & Juajibioy_6529,Barclay & Juajibioy,6529,No,No,,Not present,E. killipii var. killipii,E. killipii var. killipii,E. killipii var. killipii,,NA,NA,3300,39,NA,NA,4.5,NA,NA,64.5,NA,NA,2.3,NA,NA,0,NA,NA,5,NA,NA,6.16,NA,5.49,5.62,NA,NA,3.27,2.97,2.35,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.killipii
Cuatrecasas_9492,Cuatrecasas_9492,Cuatrecasas,9492,No,No,,Not present,E. killipii var. killipii,E. killipii var. killipii,E. killipii var. killipii,,NA,NA,3250,39.8,37.9,35,5.27,5.09,3.49,72,NA,NA,2.4,NA,NA,0,NA,NA,3,NA,NA,15.2,NA,14,13.4,NA,NA,3.02,2.98,NA,NA,NA,NA,NA,NA,23.26,23.7,NA,12.05,12.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.killipii
Barclay et al._3258,Barclay et al._3258,Barclay et al.,3258,No,No,,10,E. killipii var. killipii,E. killipii var. killipii,E. killipii var. killipii,,NA,NA,3300,39,NA,NA,3.73,4.93,NA,68,NA,NA,2.6,NA,NA,0,NA,NA,4,5,NA,5.36,NA,5.54,NA,NA,NA,NA,NA,NA,NA,2.34,2.51,2.6,NA,18.51,NA,NA,11.18,NA,NA,11.75,12.44,11.83,9.11,8.48,8.94,3.14,2.46,3.67,NO,NA,NA,Espeletia.killipii.var.killipii
Garcia & Jaramillo_18033,Garcia & Jaramillo_18033,Garcia & Jaramillo,18033,No,No,,Not present,E. killipii var. killipii,E. killipii var. killipii,E. killipii var. killipii,,NA,NA,3300,39,39.5,NA,5.18,4.93,NA,73,NA,NA,2.3,NA,NA,0,NA,NA,7,6,NA,9.04,NA,6.27,5.9,NA,NA,2.34,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.killipii
Humbert et al._26904,Humbert et al._26904,Humbert et al.,26904,No,No,,10,E. killipii var. killipii,E. killipii var. killipii,E. killipii var. killipii,,NA,NA,3250,37.4,47,39,4.63,4.81,5.17,79.2,NA,NA,2.6,NA,NA,0,NA,NA,5,NA,NA,6.15,NA,4.52,5.29,NA,NA,NA,NA,NA,NA,2.4,3.07,NA,NA,20.67,NA,NA,11.27,NA,NA,11.01,11.24,NA,8.05,7.68,NA,2.69,2.44,NA,NO,NA,NA,Espeletia.killipii
Humbert et al._26925,Humbert et al._26925,Humbert et al.,26925,No,No,,Not present,E. killipii var. killipii,E. killipii var. killipii,E. killipii var. killipii,,NA,NA,3250,6.06,5.85,NA,NA,NA,NA,74.5,NA,NA,2.1,NA,NA,0,NA,NA,5,NA,NA,6.37,NA,5.56,6.17,NA,NA,3.43,3.33,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.killipii
Killip_34099,Killip_34099,Killip,34099,No,No,,Not present,E. killipii var. killipii,E. killipii var. killipii,E. killipii var. killipii,,NA,NA,3400,44,40,NA,5.69,4.87,NA,71,NA,NA,3.4,NA,NA,0,NA,NA,5,NA,NA,5.97,NA,5.98,5.82,NA,NA,3.47,3.48,3.6,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.killipii
Garcia & Schultes_13558,Garcia & Schultes_13558,Garcia & Schultes,13558,No,No,,Not present,E. killipii var. killipii,E. killipii var. killipii,E. killipii var. killipii,,NA,NA,3300,35.4,37,NA,5.31,4.85,NA,60.5,NA,NA,2.9,NA,NA,0,NA,NA,5,NA,NA,5.88,NA,6.41,5.87,NA,NA,3.31,2.78,3.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.killipii
Schultes_22414,Schultes_22414,Schultes,22414,No,No,,Not present,E. killipii var. chisacana Cuatrec.,E. killipii,E. killipii,,NA,NA,NA,43,35,NA,3.35,3.78,NA,62,NA,NA,2.2,NA,NA,0,NA,NA,3,NA,NA,NA,NA,8.87,NA,NA,NA,3.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.26,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
Duque-Jaramillo_3151,Duque-Jaramillo_3151,Duque-Jaramillo,3151,No,No,,Not present,E. killipii var. chisacana Cuatrec.,E. killipii,E. killipii,,NA,NA,3000,36,NA,NA,2.74,NA,NA,50,NA,NA,1.9,NA,NA,0,NA,NA,5,NA,NA,8.4,NA,8.83,7.48,NA,NA,NA,NA,NA,NA,2.43,2.26,2.47,NA,NA,NA,NA,NA,NA,NA,11.09,11.27,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.killipii
Uribe_2480,Uribe_2480,Uribe,2480,No,No,,Not present,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,,NA,NA,3200,37.9,37.5,NA,3.85,3.81,NA,72,NA,NA,2.7,NA,NA,0,NA,NA,7,NA,NA,6.97,NA,6.89,6.33,NA,NA,NA,NA,NA,NA,3.08,2.52,3.2,2.64,NA,NA,NA,NA,NA,NA,11.61,13.32,12.23,9.79,8.96,8.6,4,3.5,3.42,NO,NA,NA,Espeletia.killipii
Grabandt & Idrobo_73,Grabandt & Idrobo_73,Grabandt & Idrobo,73,No,No,,Not present,E. killipii,E. killipii var. chisacana Cuatrec.,E. killipii var. chisacana Cuatrec.,,NA,NA,3700,NA,NA,NA,NA,NA,NA,66,NA,NA,2,NA,NA,0,NA,NA,5,NA,NA,6.46,NA,5.12,NA,NA,NA,NA,NA,NA,NA,2.21,2.38,2.79,NA,NA,NA,NA,NA,NA,NA,21.97,18.31,19.2,10.01,9.39,NA,3.27,2.57,NA,NO,NA,NA,Espeletia.killipii.var.chisacana
Dugang_2965,Dugang_2965,Dugang,2965,No,No,,10,E. killipii var. killipii,E. killipii var. killipii,E. killipii var. killipii,,NA,NA,3350,36,37,33.5,4.54,4.44,3.78,60.6,NA,NA,2.1,NA,NA,0,NA,NA,5,NA,NA,3.91,NA,3.4,NA,NA,NA,NA,NA,NA,NA,3.53,3.47,NA,NA,25.7,16.07,NA,14.22,9.22,NA,12.59,13.2,13.44,8.04,8.38,8.32,2.38,2.55,3.09,NO,NA,NA,Espeletia.killipii
Schultes_3197A,Schultes_3197A,Schultes,3197A,No,No,,Not present,E. killipii var. killipii,E. killipii var. killipii,E. killipii var. killipii,,NA,NA,NA,39.4,39.6,NA,4.12,3.94,NA,75,NA,NA,2.6,NA,NA,0,NA,NA,5,NA,NA,6.21,NA,5.79,5.54,NA,NA,NA,NA,NA,NA,2.71,2.83,2.45,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.killipii
Barclay & Juajibioy_6527,Barclay & Juajibioy_6527,Barclay & Juajibioy,6527,No,No,,Not present,E. killipii var. killipii,E. killipii var. killipii,E. killipii var. killipii,,NA,NA,3300,42.9,40.5,NA,5.05,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,9.77,NA,9.78,NA,NA,NA,3.11,3.12,3.27,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.killipii
Barclay & Juajibioy_6528,Barclay & Juajibioy_6528,Barclay & Juajibioy,6528,No,No,,Not present,E. killipii var. killipii,E. killipii var. killipii,E. killipii var. killipii,,NA,NA,3300,36.4,37,35.5,4.22,4.32,3.94,NA,NA,NA,2.2,NA,NA,0,NA,NA,3,NA,NA,8.2,NA,7.67,8,NA,NA,3,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.killipii
Barclay & Juajibioy_7689,Barclay & Juajibioy_7689,Barclay & Juajibioy,7689,No,No,,Not present,E. killipii var. killipii,E. killipii var. killipii,E. killipii var. killipii,,NA,NA,3000,47,46,NA,4.77,4.76,NA,68,NA,NA,2.1,NA,NA,0,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86,2.09,2.27,2.06,22.34,NA,NA,10.16,NA,NA,11.28,10.77,9.56,9,8.89,8.21,2.97,2.66,2.62,NO,NA,NA,Espeletia.killipii
Garcia-Barriga_17392,Garcia-Barriga_17392,Garcia-Barriga,17392,No,No,,10,E. killipii var. killipii,E. killipii var. killipii,E. killipii var. killipii,,NA,NA,3600,38.2,38.5,NA,4.84,4.98,NA,68,NA,NA,2.1,NA,NA,0,NA,NA,5,NA,NA,7.83,NA,5.88,6.23,NA,NA,NA,NA,NA,NA,2.96,2.34,2.17,2.33,23.4,NA,NA,9.89,NA,NA,11.27,13.47,9.46,7.65,9.05,7.82,3.8,3.01,NA,NO,NA,NA,Espeletia.killipii
Cleff_1575,Cleff_1575,Cleef,1575,No,No,,1,E. summapacis Cuatrec.,E. summapacis Cuatrec.,E. summapacis Cuatrec.,,NA,NA,4000,39.5,42.4,NA,3.6,3.4,NA,60.5,NA,NA,2.5,2.5,NA,0,NA,NA,3,NA,NA,9.63,NA,6.68,5.35,NA,NA,NA,NA,NA,NA,2.61,3.37,3.64,NA,28.84,NA,NA,5.33,NA,NA,19.33,15.75,18.19,10.06,8.78,NA,3.2,2.78,NA,NO,NA,NA,Espeletia.summapacis
Rangel_1672,Rangel_1672,Rangel,1672,No,No,,Not present,E. summapacis,E. summapacis,E. summapacis,,NA,NA,3960,29,27.6,NA,2.68,2.28,NA,43,NA,NA,2.2,NA,NA,0,NA,NA,3,NA,NA,15,NA,11.4,14.3,NA,NA,NA,NA,NA,NA,3.14,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
Cleff_1573,Cleff_1573,Cleef,1573,No,No,,10,E. summapacis Cuatrec.,E. summapacis Cuatrec.,E. summapacis Cuatrec.,,NA,NA,NA,38.2,37,NA,3.22,2.98,NA,45,NA,NA,1.8,NA,NA,0,NA,NA,3,NA,NA,10.5,NA,6.5,7.3,NA,NA,NA,NA,NA,NA,3.68,2.69,NA,NA,18.33,NA,NA,8.55,NA,NA,12.04,13.16,14.1,7.54,7.9,8.38,2.36,2.39,2.92,NO,NA,NA,Espeletia.summapacis
Diaz et. al_2873,Diaz et. al_2873,Diaz et al.,2873,No,No,,5,E. summapacis,E. summapacis,E. summapacis,,NA,NA,3920,39.9,39.4,39,3.17,3.69,3.67,65,NA,NA,2.6,NA,NA,0,NA,NA,3,NA,NA,21,NA,15.5,17.5,NA,NA,NA,NA,NA,NA,3.09,2.83,3.05,NA,2.18,NA,NA,6.04,NA,NA,16.16,15.09,15.12,8.44,8.32,8.56,2.03,1.55,1.84,NO,NA,NA,NA
Uribe & Jaramillo_6896,Uribe & Jaramillo_6896,Uribe & Jaramillo,6896,No,No,,Not present,E. summapacis Cuatrec.,E. summapacis Cuatrec.,E. summapacis Cuatrec.,,NA,NA,3950,34,34.3,NA,NA,NA,NA,64,NA,NA,2.1,NA,NA,0,NA,NA,3,NA,NA,18,NA,16.5,16,NA,NA,NA,NA,NA,NA,2.67,3.68,NA,NA,NA,NA,NA,NA,NA,NA,15.68,14.13,14.79,7.65,7.94,8.22,1.56,2.24,2.12,NO,NA,NA,Espeletia.summapacis
Uribe & Jaramillo_6897,Uribe & Jaramillo_6897,Uribe & Jaramillo,6897,No,No,,Not present,E. summapacis Cuatrec.,E. summapacis Cuatrec.,E. summapacis Cuatrec.,,NA,NA,3956,51.5,51.4,54,5.51,5.2,4.7,54,NA,NA,2,NA,NA,0,NA,NA,3,NA,NA,7.52,NA,7.2,NA,NA,NA,4.31,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.summapacis
Uribe_7033,Uribe_7033,Uribe,7033,No,No,,1,E. summapacis,E. summapacis,E. summapacis,,NA,NA,3980,29,31.5,31,3.1,2.37,3.38,51,55.5,47,2,2.2,2.3,0,NA,NA,3,3,3,9.08,9.63,6.11,5.39,5.83,6.65,NA,NA,NA,NA,3.58,3.4,2.69,2.79,23.34,15.93,22.27,5.91,4.63,6.12,15.82,14.8,13.95,8.85,8.52,8.14,2.56,0.95,1.56,NO,NA,NA,NA
Cuatrecasas & Jaramillo_28785,Cuatrecasas & Jaramillo_28785,Cuatrecasas & Jaramillo,28785,No,No,,1,E. summapacis Cuatrec.,E. summapacis Cuatrec.,E. summapacis Cuatrec.,,NA,NA,4000,38.4,NA,NA,3.24,NA,NA,53,NA,NA,2.1,NA,NA,0,NA,NA,3,NA,NA,15.3,NA,12,10.98,NA,NA,NA,NA,NA,NA,3.1,3.63,NA,NA,17.94,NA,NA,8.15,NA,NA,13.31,15.67,16.02,11.3,9.98,NA,1.68,1.49,NA,NO,NA,NA,Espeletia.summapacis
Cuatrecasas & Jaramillo_28789,Cuatrecasas & Jaramillo_28789,Cuatrecasas & Jaramillo,28789,No,No,,1,E. summapacis Cuatrec.,E. summapacis Cuatrec.,E. summapacis Cuatrec.,,NA,NA,4000,39,37,NA,3.94,4.16,NA,63,NA,NA,2,NA,NA,0,NA,NA,3,NA,NA,9,NA,5.3,5.5,NA,NA,NA,NA,NA,NA,3.16,2.75,2.64,NA,21.79,NA,NA,8.42,NA,NA,13.21,13.7,13.37,8.92,9.2,8.59,2.07,2.04,1.21,NO,NA,NA,Espeletia.summapacis
Garcia-Barriga_8117,Garcia-Barriga_8117,Garcia-Barriga,8117,No,No,,10,Typo_E. killipii var. Killipii,E. killipii var. Killipii,E. killipii var. Killipii,,NA,NA,3400,36,40,41.5,4.14,4.46,4.54,52,53.5,55.5,1.6,2,2.1,0,0,0,5,5,4,5.14,11.13,4.02,4.98,9.27,9,NA,NA,NA,NA,2.58,2.59,2.94,2.22,28.4,23.9,25.6,13.7,9.11,11.05,13.41,14.04,13.29,9.73,9.5,9.13,3.87,3.29,3.25,NO,NA,Espeletia.killipii,NA
