Fecha,Cuadrante,Celda,Latitud,Longitud,Altitud,Nombre.provisional.morfo,de0a5.plantula,de5a10.de0a25,de10a15.de25a50,de15a20.de50a75,de20a25.de75a100,de25a30.de100a125,de30a35.de125a150,de35a40.de150a175,de40a45.de175a200,de45a50.de200a225,de50a55.de225a250,masde55.masde250,Floracion,Fructificacion,Colector.1,Numerodecoleccion_Plantula1,Colector.2,Numerodecoleccion_Plantula2,Colector.3,Numerodecoleccion_Plantula3,Colector.4,Numerodecoleccion_Adulto1,Colector.5,Numerodecoleccion_Adulto2,Colector.6,Numerodecoleccion_Adulto3,Repeticion
10-01-18,236,7581759,4.24057,-74.18034,3648,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10-01-18,236,7581759,4.24057,-74.18034,3648,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10-01-18,236,7569534,4.24139,-74.18028,3644,grandiflora,1,1,1,1,1,1,1,1,0,0,0,0,0,1,YAM,107,NA,NA,NA,NA,YAM,106,NA,NA,NA,NA,0
10-01-18,236,7569534,4.24139,-74.18028,3644,killipii,1,1,1,1,1,1,0,1,0,1,0,0,0,1,YAM,104,NA,NA,NA,NA,YAM,103,YAM,105,NA,NA,0
10-01-18,236,7569534,4.24139,-74.18028,3644,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10-01-18,236,7569534,4.24139,-74.18028,3644,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10-01-18,236,7386159,4.25389,-74.18028,3702,grandiflora,1,1,1,1,1,1,1,0,0,0,0,0,0,1,YAM,111,NA,NA,NA,NA,YAM,108,NA,NA,NA,NA,0
10-01-18,236,7386159,4.25389,-74.18028,3702,killipii,1,1,1,1,1,1,0,0,0,0,0,0,1,0,YAM,110,NA,NA,NA,NA,YAM,109,NA,NA,NA,NA,0
10-01-18,236,7386159,4.25389,-74.18028,3702,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10-01-18,236,7386159,4.25389,-74.18028,3702,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10-01-18,236,7341313,4.25694,-74.18611,3541,grandiflora,1,1,0,1,1,1,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,YAM,117,NA,NA,NA,NA,0
10-01-18,236,7341313,4.25694,-74.18611,3541,killipii,1,1,0,0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,YAM,116,NA,NA,NA,NA,0
10-01-18,236,7341313,4.25694,-74.18611,3541,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10-01-18,236,7341313,4.25694,-74.18611,3541,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
09-01-18,236,7500240,4.24611,-74.18556,3492,grandiflora,1,1,1,1,1,1,0,0,0,0,0,0,0,1,YAM,86,NA,NA,NA,NA,YAM,85,NA,NA,NA,NA,0
09-01-18,236,7500240,4.24611,-74.18556,3492,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
09-01-18,236,7500240,4.24611,-74.18556,3492,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
09-01-18,236,7500240,4.24611,-74.18556,3492,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
09-01-18,236,7524686,4.24444,-74.18667,3475,grandiflora,1,1,1,1,1,1,0,0,0,0,0,0,0,1,YAM,82,YAM,84,NA,NA,YAM,81,YAM,83,NA,NA,0
09-01-18,236,7524686,4.24444,-74.18667,3475,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
09-01-18,236,7524686,4.24444,-74.18667,3475,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
09-01-18,236,7524686,4.24444,-74.18667,3475,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11-01-18,236,7447267,4.24975,-74.18508,3494,grandiflora,1,1,1,1,1,1,1,1,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11-01-18,236,7447267,4.24975,-74.18508,3494,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11-01-18,236,7447267,4.24975,-74.18508,3494,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11-01-18,236,7447267,4.24975,-74.18508,3494,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11-01-18,235,7337213,4.25718,-74.19308,3600,grandiflora,1,1,1,0,1,1,1,1,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11-01-18,235,7337213,4.25718,-74.19308,3600,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11-01-18,235,7337213,4.25718,-74.19308,3600,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
