Fecha,Cuadrante,Celda,Latitud,Longitud,Altitud,Nombre.provisional.morfo,de0a5.plantula,de5a10.de0a25,de10a15.de25a50,de15a20.de50a75,de20a25.de75a100,de25a30.de100a125,de30a35.de125a150,de35a40.de150a175,de40a45.de175a200,de45a50.de200a225,de50a55.de225a250,masde55.masde250,Floracion,Fructificacion,Colector.1,Numerodecoleccion_Plantula1,Colector.2,Numerodecoleccion_Plantula2,Colector.3,Numerodecoleccion_Plantula3,Colector.4,Numerodecoleccion_Adulto1,Colector.5,Numerodecoleccion_Adulto2,Colector.6,Numerodecoleccion_Adulto3,Repeticion
11-01-18,235,7337213,4.25718,-74.19308,3600,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11-01-18,235,7545052,4.24304,-74.18917,3519,grandiflora,1,1,1,1,1,1,1,1,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11-01-18,235,7545052,4.24304,-74.18917,3397,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11-01-18,235,7545052,4.24304,-74.18917,3397,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11-01-18,235,7545052,4.24304,-74.18917,3397,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11-01-18,235,7553202,4.24242,-74.18917,3512,grandiflora,1,1,1,1,1,1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11-01-18,235,7553202,4.24242,-74.18917,3512,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11-01-18,235,7553202,4.24242,-74.18917,3512,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11-01-18,235,7553202,4.24242,-74.18917,3512,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17-01-18,250,7720239,4.23111,-74.19972,3802,grandiflora,1,1,1,1,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17-01-18,250,7720239,4.23111,-74.19972,3802,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17-01-18,250,7720239,4.23111,-74.19972,3802,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17-01-18,250,7720239,4.23111,-74.19972,3802,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17-01-18,250,7756908,4.22861,-74.20139,3559,grandiflora,1,1,1,1,1,1,1,1,0,0,0,0,0,1,YAM,169,NA,NA,NA,NA,YAM,168,NA,NA,NA,NA,0
17-01-18,250,7756908,4.22861,-74.20139,3559,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17-01-18,250,7756908,4.22861,-74.20139,3559,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17-01-18,250,7756908,4.22861,-74.20139,3559,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17-01-18,250,7793576,4.22621,-74.20343,3633,grandiflora,1,1,1,1,1,1,1,1,1,1,1,1,0,1,YAM,191,NA,NA,NA,NA,YAM,190,NA,NA,NA,NA,0
17-01-18,250,7793576,4.22621,-74.20343,3633,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17-01-18,250,7793576,4.22621,-74.20343,3633,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17-01-18,250,7793576,4.22621,-74.20343,3633,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
18-01-18,250,7866915,4.22127,-74.20647,3766,grandiflora,1,1,1,1,1,0,0,0,0,0,0,0,1,1,YAM,159,NA,NA,NA,NA,YAM,158,NA,NA,NA,NA,0
18-01-18,250,7866915,4.22127,-74.20647,3766,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
18-01-18,250,7866915,4.22127,-74.20647,3766,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
18-01-18,250,7866915,4.22127,-74.20647,3766,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
18-01-18,250,7883221,4.22014,-74.20477,3755,grandiflora,1,1,1,1,1,1,1,0,0,0,0,0,1,1,YAM,161,NA,NA,NA,NA,YAM,160,NA,NA,NA,NA,0
18-01-18,250,7883221,4.22014,-74.20477,3755,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
18-01-18,250,7883221,4.22014,-74.20477,3755,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
18-01-18,250,7883221,4.22014,-74.20477,3755,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17-01-18,250,7838410,4.22313,-74.20089,3802,grandiflora,1,1,1,1,1,1,0,0,0,0,0,0,1,1,YAM,163,NA,NA,NA,NA,YAM,162,NA,NA,NA,NA,0
17-01-18,250,7838410,4.22313,-74.20089,3802,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17-01-18,250,7838410,4.22313,-74.20089,3802,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17-01-18,250,7838410,4.22313,-74.20089,3802,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17-01-18,250,7838410,4.22313,-74.20089,3802,?,1,1,1,1,1,1,1,1,1,1,0,0,1,0,YAM,165,NA,NA,NA,NA,YAM,164,YAM,166,NA,NA,0
23-01-18,264,7952312,4.2152,-74.2558,3744,grandiflora,1,1,1,1,1,1,1,0,0,0,0,0,0,1,YAM,203,NA,NA,NA,NA,YAM,202,NA,NA,NA,NA,0
23-01-18,264,7952312,4.2152,-74.2558,3744,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23-01-18,264,7952312,4.2152,-74.2558,3744,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23-01-18,264,7952312,4.2152,-74.2558,3744,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23-01-18,264,8062348,4.2078,-74.2527,3829,grandiflora,1,1,1,1,1,1,1,1,1,0,0,0,0,1,YAM,205,NA,NA,NA,NA,YAM,204,NA,NA,NA,NA,0
23-01-18,264,8062348,4.2078,-74.2527,3829,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23-01-18,264,8062348,4.2078,-74.2527,3829,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23-01-18,264,8062348,4.2078,-74.2527,3829,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23-01-18,264,8168255,4.20052,-74.26478,3878,grandiflora,1,1,1,0,0,0,0,0,0,0,0,0,0,1,YAM,209,NA,NA,NA,NA,YAM,208,NA,NA,NA,NA,0
23-01-18,264,8168255,4.20052,-74.26478,3878,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23-01-18,264,8168255,4.20052,-74.26478,3878,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23-01-18,264,8168255,4.20052,-74.26478,3878,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24-01-18,264,8094908,4.20545,-74.26381,3838,grandiflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24-01-18,264,8094908,4.20545,-74.26381,3838,killipii,1,1,0,1,1,1,1,1,1,1,1,0,0,1,YAM,213,NA,NA,NA,NA,YAM,212,NA,NA,NA,NA,0
24-01-18,264,8094908,4.20545,-74.26381,3838,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24-01-18,264,8094908,4.20545,-74.26381,3838,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24-01-18,264,8062301,4.20774,-74.26591,3778,grandiflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24-01-18,264,8062301,4.20774,-74.26591,3778,killipii,1,0,1,1,1,1,0,0,0,0,0,0,0,1,YAM,211,NA,NA,NA,NA,YAM,210,NA,NA,NA,NA,0
24-01-18,264,8062301,4.20774,-74.26591,3778,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24-01-18,264,8062301,4.20774,-74.26591,3778,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24-01-18,263,8017468,4.2108,-74.26802,3769,grandiflora,1,1,1,1,1,0,0,0,0,0,0,0,1,1,YAM,215,NA,NA,NA,NA,YAM,214,NA,NA,NA,NA,0
24-01-18,263,8017468,4.2108,-74.26802,3769,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24-01-18,263,8017468,4.2108,-74.26802,3769,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24-01-18,263,8017468,4.2108,-74.26802,3769,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24-01-18,263,7968559,4.21423,-74.27052,3647,grandiflora,0,0,1,1,1,1,1,0,0,0,0,0,0,1,YAM,217,NA,NA,NA,NA,YAM,216,NA,NA,NA,NA,0
24-01-18,263,7968559,4.21423,-74.27052,3647,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24-01-18,263,7968559,4.21423,-74.27052,3647,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24-01-18,263,7968559,4.21423,-74.27052,3647,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25-01-18,245,7899203,4.21882,-74.29304,3470,grandiflora,1,1,1,1,1,1,1,1,1,1,0,0,1,1,YAM,264,NA,NA,NA,NA,YAM,263,NA,NA,NA,NA,0
25-01-18,245,7899203,4.21882,-74.29304,3470,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25-01-18,245,7899203,4.21882,-74.29304,3470,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25-01-18,245,7899203,4.21882,-74.29304,3470,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25-01-18,245,7801399,4.2256,-74.20943,3471,grandiflora,0,1,0,0,0,0,0,0,1,0,1,0,0,1,NA,NA,NA,NA,NA,NA,YAM,266,NA,NA,NA,NA,0
25-01-18,245,7801399,4.2256,-74.20943,3471,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25-01-18,245,7801399,4.2256,-74.20943,3471,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25-01-18,245,7801399,4.2256,-74.20943,3471,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25-01-18,245,7862528,4.22128,-74.29296,3526,grandiflora,0,1,1,1,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,YAM,265,NA,NA,NA,NA,0
25-01-18,245,7862528,4.22128,-74.29296,3526,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25-01-18,245,7862528,4.22128,-74.29296,3526,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25-01-18,245,7862528,4.22128,-74.29296,3526,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25-01-18,262,7964413,4.21444,-74.29028,3512,grandiflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25-01-18,262,7964413,4.21444,-74.29028,3512,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25-01-18,262,7964413,4.21444,-74.29028,3512,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25-01-18,262,7964413,4.21444,-74.29028,3512,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23-01-18,264,7936013,4.21636,-74.25549,3682,grandiflora,1,1,1,1,1,1,1,1,1,0,0,0,0,0,YAM,239,NA,NA,NA,NA,YAM,237,YAM,238,NA,NA,0
23-01-18,264,7936013,4.21636,-74.25549,3682,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23-01-18,264,7936013,4.21636,-74.25549,3682,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23-01-18,264,7936013,4.21636,-74.25549,3682,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23-01-18,264,7952340,4.21535,-74.24809,3683,grandiflora,1,1,1,1,1,1,1,0,0,0,0,0,0,0,YAM,243,NA,NA,NA,NA,YAM,242,NA,NA,NA,NA,0
23-01-18,264,7952340,4.21535,-74.24809,3683,killipii,1,1,1,1,1,1,1,1,1,0,0,0,0,0,YAM,241,NA,NA,NA,NA,YAM,240,NA,NA,NA,NA,0
23-01-18,264,7952340,4.21535,-74.24809,3683,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23-01-18,264,7952340,4.21535,-74.24809,3683,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23-01-18,264,8176408,4.20004,-74.26378,3861,grandiflora,1,1,1,1,1,1,1,0,0,0,0,0,1,0,YAM,248,NA,NA,NA,NA,YAM,247,NA,NA,NA,NA,0
23-01-18,264,8176408,4.20004,-74.26378,3861,killipii,1,1,1,1,1,1,1,1,0,1,0,0,0,1,YAM,250,NA,NA,NA,NA,YAM,249,NA,NA,NA,NA,0
23-01-18,264,8176408,4.20004,-74.26378,3861,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23-01-18,264,8176408,4.20004,-74.26378,3861,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23-01-18,264,8168258,4.20047,-74.26377,3371,grandiflora,1,1,1,0,0,0,0,0,0,0,0,0,0,1,YAM,245,NA,NA,NA,NA,YAM,244,YAM,246,NA,NA,0
23-01-18,264,8168258,4.20047,-74.26377,3371,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23-01-18,264,8168258,4.20047,-74.26377,3371,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23-01-18,264,8168258,4.20047,-74.26377,3371,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24-01-18,263,7997030,4.21222,-74.28556,3597,grandiflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24-01-18,263,7997030,4.21222,-74.28556,3597,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24-01-18,263,7997030,4.21222,-74.28556,3597,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24-01-18,263,7997030,4.21222,-74.28556,3597,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24-01-18,263,8188569,4.19924,-74.28162,3779,grandiflora,1,1,1,1,1,0,0,0,0,0,0,0,0,1,YAM,258,NA,NA,NA,NA,YAM,257,NA,NA,NA,NA,0
24-01-18,263,8188569,4.19924,-74.28162,3779,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24-01-18,263,8188569,4.19924,-74.28162,3779,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24-01-18,263,8188569,4.19924,-74.28162,3779,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29-01-18,246,7650676,4.23583,-74.27972,3315,grandiflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29-01-18,246,7650676,4.23583,-74.27972,3315,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29-01-18,246,7650676,4.23583,-74.27972,3315,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29-01-18,246,7650676,4.23583,-74.27972,3315,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29-01-18,246,7793314,4.22611,-74.27611,3427,grandiflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29-01-18,246,7793314,4.22611,-74.27611,3427,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29-01-18,246,7793314,4.22611,-74.27611,3427,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29-01-18,246,7793314,4.22611,-74.27611,3427,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29-01-18,264,7923746,4.21722,-74.26722,3560,grandiflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29-01-18,264,7923746,4.21722,-74.26722,3560,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29-01-18,264,7923746,4.21722,-74.26722,3560,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29-01-18,264,7923746,4.21722,-74.26722,3560,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29-01-18,264,7944124,4.21575,-74.26645,3612,grandiflora,1,1,1,0,1,1,1,1,1,0,0,0,0,1,YAM,291,NA,NA,NA,NA,YAM,290,NA,NA,NA,NA,0
29-01-18,264,7944124,4.21575,-74.26645,3612,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29-01-18,264,7944124,4.21575,-74.26645,3612,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29-01-18,264,7944124,4.21575,-74.26645,3612,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-01-18,265,7989035,4.21277,-74.24249,3739,grandiflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-01-18,265,7989035,4.21277,-74.24249,3739,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-01-18,265,7989035,4.21277,-74.24249,3739,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-01-18,265,7989035,4.21277,-74.24249,3739,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-01-18,265,7960550,4.21471,-74.23139,3811,grandiflora,1,1,1,1,1,0,0,0,0,0,0,0,1,1,YAM,274,NA,NA,NA,NA,YAM,273,NA,NA,NA,NA,0
30-01-18,265,7960550,4.21471,-74.23139,3811,killipii,0,1,1,1,1,1,1,1,0,0,0,0,0,1,YAM,276,NA,NA,NA,NA,YAM,275,NA,NA,NA,NA,0
30-01-18,265,7960550,4.21471,-74.23139,3811,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-01-18,265,7960550,4.21471,-74.23139,3811,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-01-18,265,7960550,4.21471,-74.23139,3811,Morfotipo 1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,YAM,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-01-18,265,8017544,4.21083,-74.24694,3696,grandiflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-01-18,265,8017544,4.21083,-74.24694,3696,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-01-18,265,8017544,4.21083,-74.24694,3696,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-01-18,265,8017544,4.21083,-74.24694,3696,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-01-18,265,8095027,4.20561,-74.23093,3784,grandiflora,1,1,1,1,1,1,1,1,1,0,0,0,0,1,YAM,293,NA,NA,NA,NA,YAM,292,NA,NA,NA,NA,0
30-01-18,265,8095027,4.20561,-74.23093,3784,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-01-18,265,8095027,4.20561,-74.23093,3784,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-01-18,265,8095027,4.20561,-74.23093,3784,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-01-18,265,8180577,4.19453,-74.23764,3853,grandiflora,1,1,1,1,1,1,1,1,0,0,0,0,0,1,YAM,301,NA,NA,NA,NA,YAM,300,NA,NA,NA,NA,0
30-01-18,265,8180577,4.19453,-74.23764,3853,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-01-18,265,8180577,4.19453,-74.23764,3853,summapacis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-01-18,265,8180577,4.19453,-74.23764,3853,argentea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-01-18,265,8160210,4.20116,-74.2355,3931,grandiflora,1,1,1,1,1,1,0,0,0,0,0,0,1,1,YAM,297,NA,NA,NA,NA,YAM,296,NA,NA,NA,NA,0
30-01-18,265,8160210,4.20116,-74.2355,3931,killipii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
